admin1,admin2,urban,sector,pred_med,pred_80lb,pred_80ub,pred_90lb,pred_90ub
Louga,Kebemer,rural,professional,473462,352175.8,617756.9,320883.14999999997,663674.3999999999
Louga,Kebemer,rural,services,355413.5,279364,469913.5,256173.69999999998,504358.64999999997
Louga,Kebemer,rural,small_business,109208,91387.5,129852.1,86875.6,138722.55
Louga,Kebemer,rural,trades,337732,244218.6,471556.60000000003,219721.7,523729.6
Louga,Kebemer,urban,agri_aqua,111572.5,52421.1,230826.80000000005,43004.350000000006,274695.04999999976
Louga,Kebemer,urban,livestock,64439.5,35540,121244.3,27922,140478.59999999998
Louga,Kebemer,urban,professional,1059629.5,811752.1,1365030.8,752964.1,1470311.3499999999
Louga,Kebemer,urban,services,464374.5,352149.39999999997,621562.5,319777.85,679461.3499999999
Louga,Kebemer,urban,small_business,153295,121130.8,194885.4,112918.15,206715.84999999998
Louga,Kebemer,urban,trades,499650.5,343417.6,718560.9,304645.89999999997,823849.85
Louga,Linguere,rural,agri_aqua,88011.5,64852.4,120166.3,59830.55,131636.05
Louga,Linguere,rural,livestock,96591.5,72904.2,125702,67435.75,134601.7
Louga,Linguere,rural,professional,444978.5,337977.60000000003,573941,308033.7,625461.3499999999
Louga,Linguere,rural,services,293305.5,226727,372308.4,211632.75,406885.8
Louga,Linguere,rural,small_business,97525,80212.5,117186.7,76011,124241.09999999999
Louga,Linguere,rural,trades,330421,247835.69999999998,442057,229480.94999999998,477781.5
Louga,Linguere,urban,agri_aqua,128093.5,87029.3,186216.6,77150.85,213071.44999999995
Louga,Linguere,urban,livestock,51913,34147.6,75915.6,29909,85304.59999999999
Louga,Linguere,urban,professional,932093,740494.9,1179152.5,706033.4,1258610.4
Louga,Linguere,urban,services,412238,311073.2,545163.5,285142.2,586324
Louga,Linguere,urban,small_business,150766,126457.90000000001,183754.6,119353.1,194852.15
Louga,Linguere,urban,trades,418353.5,281625,612860,246930.85,663808.2499999999
Louga,Louga,rural,agri_aqua,61821,47706.7,81325.4,43757.6,87562.24999999999
Louga,Louga,rural,livestock,67848.5,52325,88648.6,48339.3,96496.4
Louga,Louga,rural,professional,446028.5,309328.30000000005,631186.5,270479.4,688227.95
Louga,Louga,rural,services,378569.5,308407.4,476746.60000000003,292940.4,504465.4999999999
Louga,Louga,rural,small_business,137446.5,105514.6,173279.1,98899.3,183169.80000000002
Louga,Louga,rural,trades,313782,215191.6,474067.50000000006,192452.75,525194.5
Louga,Louga,urban,agri_aqua,89324.5,44432.8,177853.2,35459.450000000004,210243.44999999998
Louga,Louga,urban,livestock,85959.5,58153.200000000004,129098.50000000001,52164.950000000004,145314.64999999994
Louga,Louga,urban,professional,1051091.5,898667.6,1229319,851654,1292171.95
Louga,Louga,urban,services,482949.5,403124.19999999995,579301.3,381650.5,611296.7000000001
Louga,Louga,urban,small_business,239435,202247.3,279393.9,193098.2,292838.4
Louga,Louga,urban,trades,797097,690949.2999999999,913097.1,668547.4,944935.7999999999
Matam,Kanel,rural,agri_aqua,88934,54202.8,145252,48396.4,164294.34999999998
Matam,Kanel,rural,livestock,90468,65633,123793.1,59935.399999999994,136552.89999999997
Matam,Kanel,rural,professional,351358,225993.5,495571.4,197941.65000000002,552772.2
Matam,Kanel,rural,services,296495.5,214328,400208.5,194293.9,444537.35
Matam,Kanel,rural,small_business,104063,79167.1,132166.9,74719.75,141984.5
Matam,Kanel,rural,trades,206987,147509.2,294312.3,131915.94999999998,322558.44999999995
Matam,Kanel,urban,agri_aqua,147249,90091.6,238681.1,75369,284195.89999999997
Matam,Kanel,urban,livestock,87519,57741,125711.1,50866,139613.39999999997
Matam,Kanel,urban,professional,577267.5,418519.5,807401.7000000001,384493.55000000005,886502.5
Matam,Kanel,urban,services,375523,266481.9,522468.80000000005,239677.2,574670.4499999998
Matam,Kanel,urban,small_business,144625,114508,184546.5,107060.90000000001,198262.8
Matam,Kanel,urban,trades,374897,283543.4,506339.2,257347.05000000002,550597.8499999999
Matam,Matam,rural,agri_aqua,45090.5,31146.6,64904.799999999996,28164.300000000003,71569.29999999999
Matam,Matam,rural,livestock,101322,77296.5,133508.9,70562,144927.9
Matam,Matam,rural,professional,422674,310614.60000000003,580795.7,285696.44999999995,621115.45
Matam,Matam,rural,services,347102.5,265305.5,456986.8,242698.7,496444.2499999999
Matam,Matam,rural,small_business,207912.5,155943.09999999998,272027.3,143772.55000000002,291862.0999999999
Matam,Matam,rural,trades,263582,175331.3,391221.6,151207.65,435603.04999999993
Matam,Matam,urban,agri_aqua,79572.5,33790.8,190120.1,25160.55,241096.1999999999
Matam,Matam,urban,livestock,63694,39258.9,104354.8,33437,119841.95
Matam,Matam,urban,professional,988568,774153.7999999999,1268522.8,720723.2,1349137.55
Matam,Matam,urban,services,462936.5,350444.8,612148.9,323271.8,659839.7000000001
Matam,Matam,urban,small_business,352027,278273.6,452120.4,261180.1,486793.7
Matam,Matam,urban,trades,488494.5,349432.9,703131.8,323846.69999999995,763121.7999999999
Matam,Ranerou,rural,agri_aqua,100355,51831.6,187893.10000000003,43679.2,224029.74999999988
Matam,Ranerou,rural,livestock,92857,66370.2,130397.90000000002,60408.2,143312.90000000002
Matam,Ranerou,rural,professional,412780,267115.6,630924.5,237945.45,721984.4
Matam,Ranerou,rural,small_business,193134,127971.6,293635.9,115696.45,330154.49999999994
Saint-Louis,Dagana,rural,agri_aqua,210596.5,158350.7,288489.9,147262.3,307074.99999999994
Saint-Louis,Dagana,rural,livestock,46570,34866.7,63160,31878.95,68769.6
Saint-Louis,Dagana,rural,professional,429367.5,310285.5,604654.8,279188.3,667616.6
Saint-Louis,Dagana,rural,services,277135,215499.7,354477.5,200404.5,380463.6
Saint-Louis,Dagana,rural,small_business,77635,61608.4,99482.6,57472.15,108508
Saint-Louis,Dagana,rural,trades,235948,169973.30000000002,318071.60000000003,156977.30000000002,353724.44999999995
Saint-Louis,Dagana,urban,agri_aqua,187857.5,121102.5,291528.2,110832.29999999999,320182.29999999993
Saint-Louis,Dagana,urban,livestock,51393,31737.1,81108.40000000001,28383.6,93711.54999999997
Saint-Louis,Dagana,urban,professional,622125,477562.2,784469.0000000001,445440,837442.35
Saint-Louis,Dagana,urban,services,332869.5,255645.4,433982.6,238272.3,463053.6
Saint-Louis,Dagana,urban,small_business,75837,60089.2,95928.8,56282.75,101861.65
Saint-Louis,Dagana,urban,trades,635573,538950,734714.1,512478.55,759945
Saint-Louis,Podor,rural,agri_aqua,68708.5,47720.4,101673.40000000001,41025.25,113198.04999999999
Saint-Louis,Podor,rural,livestock,96142.5,73018.29999999999,126044.3,67991.5,136183.9
Saint-Louis,Podor,rural,professional,365521,265072.6,495476.9,240804.2,550819.0999999999
Saint-Louis,Podor,rural,services,342917.5,250829.80000000002,479783.80000000005,227226.05000000002,519554.95
Saint-Louis,Podor,rural,small_business,90948.5,72157,117522.7,66947.25,126931.24999999999
Saint-Louis,Podor,rural,trades,441419.5,333722.30000000005,587706.8,309497.5,632502.45
Saint-Louis,Podor,urban,agri_aqua,83343.5,46492.3,152752.5,39982.2,182154.74999999994
Saint-Louis,Podor,urban,livestock,26274.5,12890.8,51661.8,10062.8,64615.04999999999
Saint-Louis,Podor,urban,professional,613512.5,431262.5,842000,386095.1,943545.7
Saint-Louis,Podor,urban,services,425064.5,289875.6,630304.6000000001,255841.05000000002,692278.4499999996
Saint-Louis,Podor,urban,small_business,113879.5,84576.3,147996,78239.45,158407.4
Saint-Louis,Podor,urban,trades,392085,233014.30000000002,606817,195650.15,683177.35
Sedhiou,Bounkiling,rural,agri_aqua,105106,82600.9,132695.7,74998.3,142852.85
Sedhiou,Bounkiling,rural,livestock,42189,30266.8,59678.4,27611.05,66561.65
Sedhiou,Bounkiling,rural,professional,484015,359731.6,686411.9,336028.3,741422.5499999999
Sedhiou,Bounkiling,rural,services,351360.5,260491.59999999998,458517.3,242135.65,493122.19999999984
Sedhiou,Bounkiling,rural,small_business,172664.5,140348.4,210410,131822.05,225184.9
Sedhiou,Bounkiling,rural,trades,247454.5,191545.3,329750.10000000003,180613.80000000002,362910.15
Sedhiou,Bounkiling,urban,agri_aqua,151567.5,95634.6,233874.80000000002,81271.84999999999,269785.44999999995
Sedhiou,Bounkiling,urban,livestock,43235.5,23038.399999999998,77066.7,20196.25,92576.34999999998
Sedhiou,Bounkiling,urban,professional,583256,409118.6,842754.6000000001,367832.10000000003,933132.45
Sedhiou,Bounkiling,urban,services,501902,357628.39999999997,681236.2000000001,326988.35,762711.4499999998
Sedhiou,Bounkiling,urban,small_business,245836,198523,306390.4,186603.75,325996.89999999997
Sedhiou,Bounkiling,urban,trades,646229.5,449253.8,896254.4,407624.85000000003,986278.8999999999
Sedhiou,Goudomp,rural,agri_aqua,85190.5,63526.7,113615.1,58880.75,123403.69999999998
Sedhiou,Goudomp,rural,livestock,20946.5,12437.3,36666.2,10685.2,42341.04999999999
Sedhiou,Goudomp,rural,professional,376116.5,233331.09999999998,556682.3,204109.9,617862.35
Sedhiou,Goudomp,rural,services,355552.5,267752.3,504354.80000000005,245246.9,570625.8499999996
Sedhiou,Goudomp,rural,small_business,159561.5,129679.29999999999,200858.7,121790.75,214380.69999999998
Sedhiou,Goudomp,rural,trades,294083.5,225072.40000000002,384102,210111.5,412268.94999999995
Sedhiou,Goudomp,urban,agri_aqua,100934,68650,156232.2,61218.15,178917.55
Sedhiou,Goudomp,urban,livestock,20359.5,9221.4,41464.399999999994,7604.1,53244.35
Sedhiou,Goudomp,urban,professional,935304.5,741951.2,1183315.1,678070.45,1260377.2000000002
Sedhiou,Goudomp,urban,services,499481.5,363483,679947.8,331589.55,749010.1499999999
Sedhiou,Goudomp,urban,small_business,189139,148428.7,238690.1,140201.35,257624.89999999994
Sedhiou,Goudomp,urban,trades,571237,428617.2,776354.1,391710.55000000005,866699.9499999998
Sedhiou,Sedhiou,rural,agri_aqua,128977.5,92101.29999999999,179528.1,84793.5,195769.44999999998
Sedhiou,Sedhiou,rural,livestock,60159.5,39208.2,91878.3,34729.7,103082.99999999999
Sedhiou,Sedhiou,rural,professional,320513,217986.90000000002,463490,193256.85,497088.94999999995
Sedhiou,Sedhiou,rural,services,355158,274129,465991.30000000005,254604.7,497028.8
Sedhiou,Sedhiou,rural,small_business,184011,144630.2,231711.9,137758.45,246130.15
Sedhiou,Sedhiou,rural,trades,258005.5,190829.69999999998,357027.69999999995,175228.90000000002,379991.5
Sedhiou,Sedhiou,urban,agri_aqua,100065,57783,181050.5,48248.15,205669.5499999999
Sedhiou,Sedhiou,urban,livestock,24229,10432.1,49318.200000000004,8423.25,62853.999999999985
Sedhiou,Sedhiou,urban,professional,904452,741009.1000000001,1117205.4000000001,691238,1191927.8499999999
Sedhiou,Sedhiou,urban,services,516610,402984.7,669805.2,375069.3,712271.2000000001
Sedhiou,Sedhiou,urban,small_business,281771,232467,340722.9,221983.45,360977.5999999999
Sedhiou,Sedhiou,urban,trades,628382,452217.1,859052,414075.30000000005,958708.8999999998
Tambacounda,Bakel,rural,agri_aqua,59454,37539,91370.1,32955.55,102861.44999999998
Tambacounda,Bakel,rural,livestock,59208,40457.8,89846.8,36004.6,100994.19999999998
Tambacounda,Bakel,rural,professional,456077.5,287599.3,693753.6000000001,250413.9,783129.6499999999
Tambacounda,Bakel,rural,small_business,164113,134910.5,205399,124817.6,220607.95
Tambacounda,Bakel,rural,trades,434608,302285.4,613338.2000000001,275961.19999999995,678252.55
Tambacounda,Bakel,urban,agri_aqua,210264,96280.2,473146.1000000001,79450.70000000001,614639.6
Tambacounda,Bakel,urban,livestock,61260,33297.3,111917.3,27578.5,142800.09999999995
Tambacounda,Bakel,urban,professional,931524,684344.4,1244686.6,625262.9,1352957.3499999999
Tambacounda,Bakel,urban,services,576196,428621.4,794244.9,393970.44999999995,868170.3
Tambacounda,Bakel,urban,small_business,227496.5,169353.4,296824.39999999997,155459.85,322560.85
Tambacounda,Bakel,urban,trades,578213.5,382442.1,875491.8,341044.4,981322.4999999999
Tambacounda,Goudiry,rural,agri_aqua,135813,90667.20000000001,202755.00000000003,83459.20000000001,221706.6
Tambacounda,Goudiry,rural,livestock,69072,44631.399999999994,110579.90000000001,39312.649999999994,128201.15
Tambacounda,Goudiry,rural,professional,412716.5,282674.1,577930.6,259757.75,624152.5499999999
Tambacounda,Goudiry,rural,small_business,148469.5,107462.7,199636.19999999998,98546.25,219851.79999999996
Tambacounda,Goudiry,rural,trades,285571,194371.7,427575.6,167503.5,478363.8999999998
Tambacounda,Goudiry,urban,livestock,45910.5,19516.100000000002,95420.80000000003,15157.099999999999,128808.69999999998
Tambacounda,Goudiry,urban,professional,884675,613052.6,1332735.3,551839.6,1458751.25
Tambacounda,Goudiry,urban,small_business,212701,147284,303196.10000000003,130991.75,333159.35
Tambacounda,Goudiry,urban,trades,490772.5,316624.80000000005,740048.6000000001,275718.45,810427.3499999997
Tambacounda,Koupentoum,rural,agri_aqua,55702.5,44029.5,72446.5,41270.15,78891.35
Tambacounda,Koupentoum,rural,livestock,43211,30662.800000000003,60802.8,28204.15,67815.59999999999
Tambacounda,Koupentoum,rural,professional,343970.5,217967.8,495893.9,196422.6,553042.2499999999
Tambacounda,Koupentoum,rural,services,320206.5,244559.5,421010.9,220319.9,455592.19999999995
Tambacounda,Koupentoum,rural,small_business,150444,117413.40000000001,195004.9,108665.8,208727.15
Tambacounda,Koupentoum,rural,trades,301917.5,193004.8,476168.4,168041.45,523716.9499999999
Tambacounda,Koupentoum,urban,agri_aqua,108438.5,48563.3,268522.10000000003,37366.2,344915.44999999984
Tambacounda,Koupentoum,urban,livestock,41580.5,22760.5,77163.6,18380.45,90861.99999999996
Tambacounda,Koupentoum,urban,services,425070,304368.9,586020.7000000001,274620.4,634123.7499999999
Tambacounda,Koupentoum,urban,small_business,194343.5,139777.6,275833.7,123169.1,301577.8
Tambacounda,Koupentoum,urban,trades,580004.5,360968.30000000005,862969.7000000001,310479.8,999976.7
Tambacounda,Tambacounda,rural,agri_aqua,49939.5,37989.2,67459.3,34426.549999999996,74117.29999999999
Tambacounda,Tambacounda,rural,livestock,59549,44606.1,81243.40000000001,40841.4,86418.25
Tambacounda,Tambacounda,rural,professional,427757,337819.6,558470.3,308878.55000000005,611022.4999999999
Tambacounda,Tambacounda,rural,services,315191,240780.5,398589.4,218626.80000000002,422683.05
Tambacounda,Tambacounda,rural,small_business,148581,126197.29999999999,177126.6,120582.9,186853.1
Tambacounda,Tambacounda,rural,trades,638532,543863.2000000001,745395.8,518342.25,779866.6499999999
Tambacounda,Tambacounda,urban,agri_aqua,148015,75725.20000000001,276224,61740.65,345112.55
Tambacounda,Tambacounda,urban,livestock,43871,22853.7,81145.3,19006.75,94907.84999999995
Tambacounda,Tambacounda,urban,professional,603072.5,499742.5,731235.8,471100.3,771290.8999999999
Tambacounda,Tambacounda,urban,services,471888,378249.4,579010.5,358031.55,615777.7999999999
Tambacounda,Tambacounda,urban,small_business,190367.5,162127.4,225750.9,153971.75,237117.9
Tambacounda,Tambacounda,urban,trades,587016,413108,820794.5,379127.4,910825.1999999998
Thies,M'bour,rural,agri_aqua,61231,41205.3,93960.50000000001,36537.049999999996,105374.09999999999
Thies,M'bour,rural,livestock,27889,21028.7,36940.700000000004,19798.8,40239.9
Thies,M'bour,rural,professional,514283.5,389583.4,678195.1000000001,360337.7,732434.9
Thies,M'bour,rural,services,406456.5,330765.2,503458.6,308088.4,532652.7
Thies,M'bour,rural,small_business,138826.5,115767.5,165146.1,108893.59999999999,174310.55
Thies,M'bour,rural,trades,347733.5,262888.60000000003,465879.9,240632.69999999998,506650.24999999994
Thies,M'bour,urban,agri_aqua,333482.5,168610.09999999998,721582.6,135868.35,876030.7
Thies,M'bour,urban,livestock,52272.5,32242.7,80290.4,27778.45,91888.65
Thies,M'bour,urban,professional,605465,507943.6,717027.8,481272.7,760050.2
Thies,M'bour,urban,services,630366.5,521641.19999999995,774679.4,496225.5,814558.7
Thies,M'bour,urban,small_business,201561,169502.9,245352.1,159540.55000000002,262049.09999999998
Thies,M'bour,urban,trades,878233.5,736079.1000000001,1036941.3,708810.1,1079931.9999999998
Thies,Thies,rural,agri_aqua,150847.5,107332.8,213114.40000000002,98985.95000000001,227308.84999999998
Thies,Thies,rural,livestock,48799.5,35855.5,68473.2,31830.550000000003,74624.45
Thies,Thies,rural,professional,417157,313961.8,550077.6,290316.6,585457.4999999999
Thies,Thies,rural,services,351236.5,277289.10000000003,438663.10000000003,263741.7,469906.95
Thies,Thies,rural,small_business,159818.5,128727.5,196354.80000000002,118884.05,207627.19999999995
Thies,Thies,rural,trades,313803.5,242939,403985.30000000005,228537.8,435523.85
Thies,Thies,urban,agri_aqua,1450027.5,863385.4,2189771.9000000004,729873.9,2526223.0999999996
Thies,Thies,urban,livestock,79264,46931.9,137661.80000000002,40261.649999999994,158336.6499999999
Thies,Thies,urban,professional,758364.5,646718,898757.2,619832.85,943744.85
Thies,Thies,urban,services,541617.5,448151.4,654079,424876.5,696885.7999999999
Thies,Thies,urban,small_business,248446.5,207538.2,300333.1,196980.2,320188.25
Thies,Thies,urban,trades,784190.5,661513.3,924981.5000000001,633079.6499999999,966660.0499999999
Thies,Tivaouane,rural,agri_aqua,165982,131472.9,207716.60000000003,124354.9,221474.9
Thies,Tivaouane,rural,livestock,49628,36178.3,70136.6,33022.4,76534.79999999999
Thies,Tivaouane,rural,professional,515864.5,409509.5,648170.6,380526.1,693577.45
Thies,Tivaouane,rural,services,422199.5,330185.7,558823.1,309243.35,612538.25
Thies,Tivaouane,rural,small_business,177183.5,147300.3,216278.6,139099.94999999998,227315.74999999994
Thies,Tivaouane,rural,trades,510007.5,399444.9,642250.7000000001,370233.65,689698.35
Thies,Tivaouane,urban,livestock,91210.5,47078.5,185678,39692,221582.19999999995
Thies,Tivaouane,urban,professional,857484,681903.9,1066304.7,624056.85,1142531.85
Thies,Tivaouane,urban,services,515086.5,381091,676347.7999999999,339879.3,740573.0499999999
Thies,Tivaouane,urban,small_business,264293.5,212057.2,329515.60000000003,200074.7,346668.45
Thies,Tivaouane,urban,trades,771084,575310.1,1026781.5000000001,509767.55,1117370.2
Ziguinchor,Bignona,rural,agri_aqua,103759.5,73166.2,143885.1,65156.35,159957.89999999997
Ziguinchor,Bignona,rural,livestock,41241.5,27229.800000000003,62204.40000000001,23621.1,70752.9
Ziguinchor,Bignona,rural,professional,758824.5,580933.8,995105.4,542669.55,1078925.0499999998
Ziguinchor,Bignona,rural,services,356796.5,289427.2,440440.50000000006,272158.6,467758.94999999995
Ziguinchor,Bignona,rural,small_business,141664.5,120147.3,172359,113143.05,181897.4
Ziguinchor,Bignona,rural,trades,307795.5,234532.8,400109.4,218370.8,426004.14999999997
Ziguinchor,Bignona,urban,agri_aqua,61961,34615.7,117596.90000000002,29238.7,140984.65
Ziguinchor,Bignona,urban,livestock,58933.5,27065.600000000002,142580.4,21876.2,189596.6999999999
Ziguinchor,Bignona,urban,professional,794616,529632.1,1185736.5,480298.1,1319735.8499999999
Ziguinchor,Bignona,urban,services,433017,325036.3,572303.8,291553.95,614481.6499999999
Ziguinchor,Bignona,urban,small_business,181042,137400.4,230437.20000000004,126535.75,250453.45
Ziguinchor,Bignona,urban,trades,370088.5,266285.10000000003,526707.5,243831.80000000002,584239.5499999996
Ziguinchor,Oussouye,rural,agri_aqua,134830.5,84559.59999999999,224632.2,71635.95,250265.04999999993
Ziguinchor,Oussouye,rural,professional,405391.5,286933.2,599075.6000000001,255052.05000000002,661396.9499999996
Ziguinchor,Oussouye,rural,services,309943.5,225301.7,412125.8,203063.34999999998,446372.4499999999
Ziguinchor,Oussouye,rural,small_business,250164,165734,396887.8,151327.55000000002,437411.54999999993
Ziguinchor,Oussouye,rural,trades,227944.5,157591.9,328414.9,141573.55000000002,365887.85
Ziguinchor,Ziguinchor,rural,agri_aqua,70860.5,41442.5,126936.20000000001,34837.2,151145.64999999997
Ziguinchor,Ziguinchor,rural,livestock,46220.5,22948.9,88358.5,18982.300000000003,106681.69999999995
Ziguinchor,Ziguinchor,rural,professional,496636.5,349858.4,753248.3,317005.15,837707.7499999999
Ziguinchor,Ziguinchor,rural,services,330007.5,269686.3,412132.80000000005,250277.55,446583.75
Ziguinchor,Ziguinchor,rural,small_business,144071.5,113861.2,178128.2,102870.95,189301.89999999997
Ziguinchor,Ziguinchor,rural,trades,233377,151175,367329.4,131401.65,418648.7999999998
Ziguinchor,Ziguinchor,urban,agri_aqua,99877,60586.8,168331.2,51504.15,200967.15
Ziguinchor,Ziguinchor,urban,livestock,16248.5,10515.800000000001,27106.600000000002,9378.15,31219.099999999995
Ziguinchor,Ziguinchor,urban,professional,689640.5,585436.6,807542.1,553786.6000000001,850692.5
Ziguinchor,Ziguinchor,urban,services,445490,384536.80000000005,513896.2,368855.4,535660.4
Ziguinchor,Ziguinchor,urban,small_business,212524.5,179750.1,248415.80000000002,170675.3,258224.39999999994
Ziguinchor,Ziguinchor,urban,trades,395302,316574.7,497862.60000000003,297349.35,530456.3999999999
NA,Saint.Louis,rural,agri_aqua,73234,51236.1,104804.2,45147.3,115882.9
NA,Saint.Louis,rural,livestock,94483.5,58100.1,149142.80000000002,49859.95,174346.15
NA,Saint.Louis,rural,professional,397998,279100.3,549771.4,254294.25,606105.85
NA,Saint.Louis,rural,services,328001,250700.7,427329.00000000006,230060.1,464450
NA,Saint.Louis,rural,small_business,119837,96561.1,150172.1,91355.5,159428.65
NA,Saint.Louis,rural,trades,325226.5,227484.59999999998,466840.7,207214.84999999998,514536.69999999984
NA,Saint.Louis,urban,agri_aqua,1050037,608780.6,1699109.9000000004,507800.2,1947333.5499999998
NA,Saint.Louis,urban,livestock,43381,28844.5,67391.4,25846.649999999998,76558.24999999997
NA,Saint.Louis,urban,professional,819539,634491.9,1109845.9,594464.2000000001,1196616.5
NA,Saint.Louis,urban,services,425604,352854,526233.9,328009,547270.6
NA,Saint.Louis,urban,small_business,156241.5,129300,190977.80000000002,123926.40000000001,201165.15
NA,Saint.Louis,urban,trades,564807,461587.2,691604.2,438280.94999999995,727588
